tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,has_streaming,has_security_pack,num_products,customer_age,is_promo,contract_type,payment_method,internet_service,region,churn
10,82.77,889.67,1,1,192.16,1,1,3,28,1,mensual,transferencia,movil,centro,0
47,70.68,3360.69,4,0,119.11,1,1,2,70,0,mensual,credito,ninguno,norte,0
27,69.33,1909.49,1,0,82.57,1,1,4,46,1,mensual,credito,movil,norte,0
64,57.49,3679.18,1,2,84.07,0,1,1,29,1,mensual,credito,fibra,centro,0
52,33.28,2050.4,2,1,5.0,0,0,1,33,1,mensual,credito,movil,sur,1
9,78.5,694.33,1,1,191.96,1,0,2,49,0,mensual,debito,movil,centro,1
55,64.54,3745.48,1,1,94.07,1,1,3,67,1,mensual,credito,fibra,centro,0
8,54.09,480.46,1,0,140.75,1,1,2,18,0,anual,credito,movil,centro,0
38,43.37,1865.56,2,0,121.55,1,0,2,24,0,bianual,credito,fibra,sur,0
50,61.81,3038.85,1,1,128.33,1,0,3,43,0,anual,debito,movil,norte,0
70,68.55,4887.53,2,1,144.07,0,0,2,45,0,mensual,debito,fibra,norte,0
17,76.0,1292.7,0,0,135.32,1,1,4,75,1,bianual,transferencia,movil,sur,0
49,44.94,2152.53,2,2,107.51,1,0,3,45,0,bianual,debito,movil,norte,0
13,22.57,309.33,6,0,108.79,1,0,1,59,0,mensual,efectivo,cable,norte,1
43,108.52,4788.41,1,1,84.1,0,0,3,22,1,anual,credito,fibra,centro,1
18,47.37,976.35,3,0,218.32,0,1,1,52,1,mensual,debito,cable,sur,1
59,82.55,4863.58,0,1,135.71,1,1,4,18,1,bianual,debito,cable,norte,0
27,80.18,2202.26,5,0,187.88,1,1,2,20,1,anual,debito,fibra,centro,0
29,40.19,1301.14,2,0,176.34,0,1,1,78,1,mensual,transferencia,fibra,sur,1
64,63.87,4201.87,1,1,136.97,1,0,2,67,1,mensual,debito,fibra,sur,0
42,63.54,2539.8,0,0,81.54,1,1,3,75,0,anual,efectivo,cable,sur,1
3,61.28,50.0,0,0,120.32,1,1,4,27,1,mensual,debito,cable,norte,1
4,68.95,381.85,1,0,89.89,1,1,2,63,1,mensual,efectivo,movil,oeste,1
13,69.3,925.05,2,1,201.89,0,0,2,41,1,mensual,debito,cable,sur,1
5,95.42,308.19,2,2,92.45,0,1,3,37,0,mensual,efectivo,cable,norte,1
70,85.65,5762.68,3,0,99.76,1,1,4,64,1,anual,credito,movil,oeste,0
48,76.38,3598.62,2,0,161.46,0,0,2,29,1,anual,transferencia,movil,sur,1
64,66.6,4424.94,4,0,160.5,0,1,3,70,0,bianual,efectivo,movil,centro,0
21,82.16,1576.0,2,0,93.28,0,0,4,24,0,mensual,credito,cable,sur,1
47,50.27,2412.67,2,0,108.43,1,0,2,43,0,mensual,credito,movil,sur,1
27,92.02,2498.65,4,1,188.89,1,0,2,65,1,anual,debito,cable,oeste,0
46,64.04,3069.59,2,0,53.38,0,0,2,75,0,mensual,transferencia,fibra,sur,0
58,48.19,2814.81,0,0,73.35,1,1,4,54,0,bianual,debito,movil,centro,0
70,98.98,6890.66,2,0,128.96,1,0,3,53,1,anual,efectivo,cable,norte,0
28,79.89,2322.55,2,0,127.89,0,1,3,55,0,mensual,debito,fibra,norte,1
46,71.88,3205.58,1,1,109.39,0,0,3,65,1,bianual,debito,fibra,norte,0
50,61.13,3004.96,2,0,108.24,1,1,4,50,0,bianual,efectivo,fibra,norte,0
9,35.79,132.95,4,1,95.75,1,1,3,57,0,mensual,transferencia,fibra,norte,0
44,38.97,1607.72,2,0,237.0,1,1,3,40,0,mensual,transferencia,movil,oeste,0
6,98.24,501.08,1,0,44.14,1,1,1,41,1,mensual,debito,movil,sur,1
71,88.94,6270.51,0,2,80.72,1,0,1,27,1,mensual,debito,fibra,centro,1
55,96.96,5356.23,2,1,72.32,1,1,4,61,0,anual,debito,fibra,centro,0
8,47.26,220.03,5,1,54.39,1,0,3,61,0,anual,credito,fibra,sur,0
47,59.99,2774.72,0,1,153.01,1,0,2,72,1,mensual,efectivo,movil,norte,0
52,82.75,4292.18,3,2,122.08,1,1,1,19,0,mensual,transferencia,ninguno,centro,1
7,88.16,485.35,1,1,72.45,1,1,3,41,0,anual,transferencia,cable,norte,0
47,41.03,1820.95,1,1,118.36,0,0,3,23,1,mensual,debito,fibra,sur,1
46,52.0,2290.61,1,1,135.1,0,0,3,50,0,mensual,transferencia,fibra,centro,0
18,44.34,639.98,1,1,58.91,1,1,1,63,1,mensual,credito,movil,oeste,1
44,65.26,2931.15,2,0,118.27,0,1,1,61,0,anual,credito,movil,norte,0
35,89.05,2928.14,1,0,124.7,1,1,2,76,0,anual,credito,fibra,oeste,0
20,73.5,1156.62,0,0,29.61,1,0,3,57,1,mensual,debito,cable,centro,0
34,41.2,1313.39,3,2,91.36,0,0,1,77,1,mensual,debito,fibra,norte,1
27,82.42,2053.68,2,0,122.41,1,0,3,50,0,mensual,transferencia,fibra,centro,1
69,60.69,4240.97,3,0,142.37,1,1,1,31,1,mensual,credito,cable,sur,0
52,73.78,3801.65,2,0,5.73,1,0,1,20,1,anual,debito,cable,centro,0
33,48.85,1685.85,2,0,59.28,0,0,3,59,0,anual,debito,cable,centro,0
6,60.62,201.62,0,0,202.85,1,1,3,19,0,bianual,debito,movil,sur,0
4,46.27,69.22,2,0,128.8,1,1,1,67,0,mensual,debito,movil,norte,0
21,74.9,1627.51,1,0,150.96,0,0,4,62,0,anual,credito,ninguno,centro,0
67,78.55,5452.0,1,1,5.0,1,1,2,31,1,mensual,debito,cable,oeste,0
60,46.8,2627.0,2,0,37.68,1,1,4,55,0,mensual,debito,fibra,oeste,0
63,85.36,5289.04,5,0,183.68,1,1,4,20,1,anual,efectivo,fibra,norte,0
37,84.88,3116.23,2,0,203.71,0,0,4,27,1,mensual,transferencia,cable,sur,1
20,61.31,1254.25,1,0,85.44,0,0,2,22,0,anual,debito,fibra,norte,1
57,72.15,4204.71,1,1,67.5,1,1,1,66,1,anual,transferencia,fibra,norte,0
65,66.83,4498.41,1,0,80.44,0,0,2,32,1,mensual,credito,movil,centro,0
49,58.11,2748.58,1,1,164.7,1,0,3,21,0,bianual,debito,cable,centro,0
49,66.26,3317.31,1,0,37.54,1,1,2,25,0,mensual,debito,cable,sur,0
36,59.01,2159.56,0,0,53.93,1,0,2,19,0,anual,debito,cable,norte,0
28,56.62,1575.1,2,1,123.52,1,1,1,76,1,bianual,credito,cable,oeste,0
65,30.52,1977.48,1,1,216.4,1,1,3,61,0,anual,transferencia,fibra,centro,0
54,58.38,3337.61,2,1,114.97,1,1,3,25,0,mensual,transferencia,fibra,oeste,0
56,61.74,3590.91,5,2,125.34,1,0,1,67,0,anual,credito,fibra,norte,0
28,41.23,1401.94,1,0,42.8,1,0,3,67,1,mensual,debito,movil,sur,1
40,46.71,1931.05,3,1,57.74,0,1,2,56,1,mensual,efectivo,fibra,centro,1
45,63.34,2846.44,3,0,71.72,1,1,2,56,1,mensual,debito,cable,centro,0
30,65.95,1811.13,1,0,118.55,1,1,3,38,0,anual,credito,movil,sur,0
18,50.34,657.06,2,0,90.5,0,1,1,64,0,anual,efectivo,cable,centro,0
23,50.61,1291.89,4,0,213.26,0,1,2,26,0,anual,credito,cable,oeste,0
33,83.98,2738.08,1,0,79.84,1,1,1,29,0,anual,transferencia,cable,sur,0
61,51.37,3102.76,1,0,143.52,1,0,2,70,0,mensual,credito,fibra,centro,0
6,38.57,386.26,1,0,101.22,1,0,1,44,0,mensual,credito,movil,oeste,1
70,75.54,5241.01,0,0,147.83,0,0,1,19,0,mensual,debito,fibra,oeste,0
21,39.18,777.61,0,1,153.78,0,0,3,40,0,anual,efectivo,movil,norte,1
24,53.03,1319.11,1,1,112.08,0,1,3,78,0,mensual,credito,fibra,norte,0
10,56.28,432.0,0,0,67.86,0,1,4,41,1,mensual,debito,fibra,oeste,1
48,55.45,2783.38,3,0,12.21,1,0,2,64,0,anual,transferencia,fibra,centro,0
41,68.25,2934.65,3,3,124.66,1,0,2,60,0,bianual,debito,movil,sur,1
37,87.94,3331.71,2,3,108.62,1,0,1,50,0,mensual,credito,fibra,oeste,0
43,61.83,2620.14,0,1,176.31,1,0,3,27,1,anual,credito,cable,centro,1
31,71.5,2222.16,5,0,140.84,1,0,1,22,0,mensual,debito,cable,centro,1
40,59.96,2440.0,0,1,73.16,1,1,3,44,0,bianual,credito,movil,norte,1
27,15.0,420.69,1,1,12.14,0,0,3,25,1,mensual,transferencia,cable,centro,0
5,71.1,359.74,4,1,166.82,1,0,1,75,0,mensual,debito,fibra,centro,0
9,81.01,691.17,1,3,126.97,0,1,3,42,1,anual,debito,cable,centro,0
36,45.18,1580.89,3,4,60.57,0,0,4,78,0,anual,efectivo,movil,oeste,0
14,51.94,776.06,2,0,196.23,1,1,4,65,0,bianual,credito,fibra,oeste,0
7,64.35,553.38,1,0,48.46,1,1,2,67,0,mensual,debito,fibra,oeste,1
55,71.61,3856.38,2,0,223.6,1,1,2,74,0,anual,efectivo,cable,centro,1
43,72.76,2942.06,3,0,119.89,1,1,4,51,0,mensual,credito,movil,oeste,1
63,50.86,3280.35,1,0,156.18,1,1,2,31,0,bianual,credito,fibra,oeste,0
29,99.69,3049.07,2,2,119.34,0,1,2,51,0,anual,efectivo,fibra,oeste,0
54,62.3,3423.18,1,1,82.37,1,1,3,40,1,anual,credito,fibra,norte,0
20,62.56,1365.34,1,1,74.03,1,0,3,57,0,mensual,credito,cable,centro,0
67,60.95,4237.24,0,0,141.47,1,0,4,46,1,mensual,transferencia,cable,centro,0
61,33.24,1896.43,2,0,117.47,1,0,4,69,0,bianual,transferencia,fibra,sur,0
25,69.62,1522.69,1,2,172.65,1,1,4,68,0,mensual,transferencia,ninguno,norte,1
44,68.19,2918.0,5,1,89.96,1,1,2,47,0,anual,transferencia,fibra,centro,1
54,49.84,2624.49,3,1,114.08,1,0,2,64,0,mensual,transferencia,cable,norte,0
67,49.23,3147.56,3,1,132.91,0,1,1,66,1,mensual,transferencia,cable,sur,0
7,70.63,374.13,1,0,178.07,1,0,3,65,0,anual,transferencia,fibra,sur,1
29,90.21,2427.8,3,0,198.17,1,0,2,50,0,mensual,credito,cable,centro,1
28,68.28,1940.36,2,5,167.02,0,1,4,48,0,anual,credito,fibra,sur,0
5,68.88,390.11,1,1,104.71,0,0,2,65,0,anual,credito,cable,norte,1
34,57.33,1961.32,1,1,132.64,1,1,2,59,0,bianual,transferencia,movil,sur,0
57,72.06,4010.81,1,0,96.03,1,0,3,55,0,mensual,transferencia,fibra,oeste,0
53,40.13,2246.07,3,1,160.59,1,1,2,59,1,mensual,credito,ninguno,oeste,0
40,58.73,2301.83,2,0,152.02,1,1,4,36,0,mensual,efectivo,fibra,oeste,0
29,78.7,2342.49,2,1,102.86,0,0,1,59,0,mensual,debito,fibra,norte,0
32,40.8,1383.53,1,0,203.23,1,1,1,37,0,anual,credito,fibra,sur,1
71,63.7,4544.66,1,0,99.38,1,1,1,29,0,mensual,debito,fibra,sur,0
38,52.06,1883.43,3,0,62.87,1,1,2,23,0,mensual,transferencia,fibra,sur,1
24,70.95,1758.59,1,0,191.07,1,0,2,73,0,bianual,debito,fibra,centro,0
48,59.68,2831.66,2,0,57.27,1,0,1,34,1,anual,credito,fibra,norte,0
11,69.38,851.44,1,2,159.62,0,1,2,39,0,mensual,transferencia,fibra,norte,0
29,81.2,2487.64,0,1,147.45,1,0,3,56,0,anual,transferencia,ninguno,sur,0
13,68.0,995.43,1,2,46.59,1,1,1,31,1,mensual,debito,fibra,oeste,1
31,78.08,2267.31,3,2,53.47,1,0,3,69,0,anual,debito,fibra,oeste,0
34,87.17,2942.97,1,1,174.12,1,0,4,52,1,anual,credito,cable,centro,0
71,88.78,6336.22,0,0,91.55,1,1,1,33,0,bianual,credito,cable,norte,0
21,57.38,1185.82,2,1,124.56,1,1,4,23,0,mensual,credito,ninguno,sur,1
56,53.35,2787.59,0,0,172.71,0,0,1,52,0,mensual,transferencia,fibra,centro,0
67,62.62,4110.27,4,1,199.89,1,0,2,74,0,mensual,debito,fibra,centro,1
27,49.33,1249.92,0,0,116.8,0,1,1,75,1,mensual,debito,cable,oeste,0
39,38.61,1515.51,2,2,114.46,0,1,3,59,0,mensual,credito,cable,norte,1
58,51.16,2920.49,6,1,171.91,1,0,4,45,0,bianual,transferencia,movil,centro,1
65,61.89,3881.6,5,2,117.24,1,0,1,37,0,mensual,debito,movil,centro,0
4,74.65,301.89,3,0,94.23,1,0,1,45,1,mensual,efectivo,cable,centro,0
4,33.28,452.49,3,0,117.75,1,1,2,64,1,anual,debito,fibra,norte,1
19,46.34,725.57,3,0,115.31,0,0,3,72,0,mensual,debito,cable,oeste,1
38,79.61,3180.61,1,1,55.14,1,1,2,29,1,anual,debito,cable,centro,1
38,64.21,2577.84,1,0,196.33,0,1,2,19,0,mensual,debito,fibra,norte,1
8,107.4,928.85,1,2,215.03,0,0,2,55,0,bianual,debito,movil,oeste,1
12,66.37,831.2,2,2,90.46,0,1,1,67,1,mensual,credito,fibra,centro,0
46,41.97,2056.26,2,1,170.55,1,0,4,41,1,anual,credito,fibra,norte,0
55,75.16,4227.15,1,1,160.19,1,1,3,72,0,mensual,credito,cable,sur,1
22,67.07,1530.13,3,0,96.27,0,0,1,38,0,bianual,credito,fibra,centro,0
13,64.76,795.12,0,0,169.85,1,1,2,19,1,mensual,transferencia,cable,centro,1
40,71.89,2937.54,3,1,121.95,0,0,2,62,0,anual,debito,fibra,centro,0
14,76.1,1126.57,0,1,100.69,0,1,4,31,0,bianual,efectivo,fibra,centro,0
72,78.17,5738.68,2,1,124.36,1,1,4,44,1,anual,debito,ninguno,centro,0
26,85.91,2053.92,5,1,149.95,1,1,1,46,0,mensual,credito,fibra,centro,0
44,60.45,2689.12,1,0,92.24,1,0,1,35,0,mensual,efectivo,movil,centro,0
37,77.98,3014.69,2,0,136.84,1,1,2,46,1,mensual,transferencia,fibra,sur,0
6,72.39,499.68,0,0,182.33,1,1,2,26,0,bianual,debito,fibra,norte,0
2,54.57,50.0,1,0,117.06,1,1,2,70,0,mensual,efectivo,cable,oeste,1
5,70.83,332.32,0,2,34.19,1,1,3,26,1,anual,transferencia,cable,oeste,0
18,103.4,1812.46,1,0,145.82,1,1,4,23,0,bianual,credito,fibra,centro,1
17,77.95,1396.52,3,0,109.58,1,1,4,28,1,mensual,credito,fibra,sur,1
32,94.57,2788.31,0,1,206.39,0,1,1,46,0,anual,debito,fibra,norte,0
20,57.79,922.31,1,0,140.28,1,0,3,58,0,anual,transferencia,movil,oeste,0
52,51.18,2599.64,4,1,73.71,0,1,1,52,1,mensual,transferencia,cable,centro,1
55,30.5,1724.31,2,1,193.16,0,1,3,75,0,anual,credito,ninguno,centro,0
7,46.42,621.29,3,1,145.66,1,0,4,68,0,anual,debito,movil,norte,0
26,63.22,1497.9,0,1,113.92,0,0,3,44,1,mensual,efectivo,ninguno,centro,1
46,28.67,1300.76,0,1,5.0,0,0,2,24,0,anual,efectivo,movil,sur,0
53,66.41,3595.37,2,1,161.18,1,0,2,32,1,bianual,credito,fibra,centro,0
24,61.41,1571.2,3,1,144.0,1,0,3,24,0,mensual,efectivo,movil,oeste,1
59,48.0,2786.6,2,0,147.7,0,0,3,62,0,mensual,credito,cable,oeste,1
13,75.62,892.34,0,1,191.7,1,0,4,28,1,bianual,debito,cable,oeste,0
54,53.68,3000.65,3,0,120.81,1,1,4,73,0,mensual,efectivo,cable,oeste,0
30,42.54,1286.46,1,0,33.26,1,0,3,62,1,bianual,debito,cable,oeste,0
27,37.02,953.32,2,1,184.02,1,1,3,53,0,mensual,transferencia,cable,centro,0
24,53.09,1337.53,1,1,152.02,1,0,1,41,1,anual,debito,fibra,oeste,0
63,82.91,5026.75,1,0,80.83,1,1,4,41,0,mensual,debito,fibra,centro,0
53,31.84,1531.23,1,2,40.14,1,1,1,36,0,mensual,efectivo,ninguno,norte,1
8,58.93,389.12,3,0,124.22,1,0,2,51,0,mensual,debito,cable,oeste,1
26,79.52,1938.73,4,0,78.81,0,0,3,31,0,mensual,credito,cable,centro,0
32,52.61,1777.66,3,0,93.03,0,0,3,59,0,anual,efectivo,cable,oeste,1
41,35.38,1446.45,1,1,103.68,0,1,4,74,0,anual,credito,fibra,sur,0
67,85.53,5851.31,0,0,147.73,1,0,1,31,0,mensual,debito,movil,oeste,0
39,57.39,2308.23,1,0,110.14,1,1,2,62,1,mensual,transferencia,fibra,sur,0
51,42.65,2246.43,3,0,27.74,0,0,4,70,1,mensual,debito,cable,centro,0
68,78.4,5326.49,3,0,177.14,1,1,3,71,1,mensual,credito,fibra,centro,1
14,90.85,1313.03,1,0,170.65,1,1,1,65,0,mensual,efectivo,fibra,centro,1
39,29.47,978.27,0,0,187.42,1,0,3,32,0,mensual,transferencia,fibra,sur,0
33,62.44,2143.78,2,1,132.57,1,1,1,72,1,mensual,debito,cable,centro,1
4,57.84,295.54,1,0,68.71,1,1,2,72,0,anual,credito,fibra,centro,0
20,26.69,458.59,2,0,135.0,1,1,1,18,0,mensual,debito,fibra,norte,0
67,97.62,6570.2,2,2,87.46,1,0,1,56,0,mensual,credito,fibra,norte,0
1,75.54,90.7,1,1,95.46,0,0,4,38,1,mensual,efectivo,fibra,centro,1
59,78.7,4651.88,0,0,134.0,1,0,2,34,1,bianual,transferencia,fibra,norte,0
22,40.37,714.77,2,0,125.28,1,0,3,31,0,mensual,credito,fibra,centro,1
33,52.96,1767.01,1,0,73.91,1,1,1,47,0,mensual,transferencia,fibra,norte,0
61,72.08,4315.15,3,2,33.17,0,1,2,55,0,mensual,debito,movil,sur,1
46,59.5,2696.27,1,1,147.89,1,0,1,30,1,mensual,credito,movil,norte,1
33,57.06,2034.9,2,0,52.62,0,0,2,54,1,mensual,credito,cable,oeste,1
7,41.2,334.74,2,0,182.52,1,0,2,20,1,bianual,debito,movil,centro,0
51,51.22,2803.95,0,0,112.76,1,1,3,36,1,mensual,debito,fibra,norte,0
22,75.32,1644.52,3,1,169.29,0,1,3,47,0,mensual,credito,cable,centro,0
21,72.02,1559.52,2,0,153.39,0,1,1,49,1,bianual,credito,fibra,norte,0
15,76.2,1243.71,0,0,161.96,1,1,1,68,0,mensual,credito,fibra,sur,1
34,50.53,1806.96,2,0,121.92,1,1,2,20,0,mensual,transferencia,fibra,sur,0
39,52.66,2110.74,3,1,93.73,1,1,4,41,0,mensual,efectivo,fibra,norte,0
35,63.54,2442.55,1,1,33.58,0,0,2,74,1,mensual,efectivo,ninguno,norte,0
10,19.29,236.5,0,0,196.54,1,1,3,65,1,mensual,transferencia,fibra,sur,0
49,76.39,3688.51,2,0,85.89,1,0,1,27,0,mensual,debito,cable,sur,1
4,78.78,295.22,0,2,152.93,0,0,4,24,1,mensual,debito,fibra,norte,0
17,56.6,976.92,2,1,65.69,0,0,4,25,1,anual,credito,fibra,centro,1
35,102.91,3717.51,0,2,143.51,0,0,3,46,1,bianual,debito,cable,centro,1
35,88.22,3216.48,2,0,102.33,1,1,4,50,0,anual,debito,fibra,sur,0
46,73.05,3397.69,1,0,128.59,1,0,2,77,0,bianual,efectivo,fibra,centro,0
64,77.93,4971.72,2,0,185.15,1,1,1,38,0,mensual,transferencia,fibra,sur,0
1,26.15,118.74,0,1,60.74,1,1,4,30,1,anual,debito,cable,norte,0
9,97.06,797.38,1,0,104.97,1,1,1,36,1,anual,transferencia,fibra,oeste,0
38,65.48,2455.29,1,1,129.01,0,0,1,71,1,bianual,credito,fibra,norte,1
24,49.48,1157.36,0,0,117.71,0,0,1,65,0,anual,debito,cable,centro,0
21,40.54,937.76,0,0,34.22,1,0,1,39,0,mensual,credito,fibra,oeste,0
4,57.2,174.38,0,1,188.93,0,1,4,29,0,mensual,debito,fibra,sur,1
45,82.85,3261.67,3,1,134.14,0,0,1,60,0,mensual,debito,movil,norte,1
28,60.74,1712.65,1,1,94.35,1,1,1,27,0,anual,efectivo,cable,norte,1
8,51.9,364.07,3,0,115.02,0,0,2,29,0,mensual,transferencia,cable,sur,1
48,79.31,3694.09,0,0,65.21,1,1,1,47,0,anual,debito,fibra,norte,0
49,45.53,1961.17,0,0,104.13,0,1,1,73,0,mensual,credito,movil,centro,1
53,80.2,4244.98,6,0,113.46,1,0,3,61,1,bianual,debito,fibra,norte,0
12,53.35,523.22,2,1,81.74,0,0,1,42,0,anual,transferencia,cable,norte,0
21,80.7,1912.61,3,0,158.01,1,0,1,25,0,anual,debito,cable,centro,0
22,102.65,2293.73,2,0,122.2,1,0,1,42,1,mensual,credito,movil,centro,1
52,68.79,3545.6,0,2,90.37,1,1,4,71,0,mensual,transferencia,fibra,sur,1
32,67.48,2303.53,1,0,169.31,0,1,2,19,1,anual,credito,fibra,sur,0
39,43.32,1628.93,2,4,127.92,1,0,4,20,1,mensual,credito,cable,centro,1
71,84.29,6127.65,1,0,191.25,1,1,2,50,0,anual,credito,fibra,oeste,1
3,80.54,180.1,1,1,80.32,1,1,2,37,1,bianual,debito,cable,sur,1
40,95.46,3854.3,1,2,143.85,0,1,3,60,1,mensual,debito,movil,norte,1
60,87.25,5425.39,3,2,5.0,1,1,2,31,0,anual,debito,cable,centro,0
30,77.01,2295.78,2,1,124.72,1,1,3,18,1,mensual,transferencia,fibra,sur,0
69,35.94,2544.15,5,0,120.67,1,1,3,51,0,mensual,debito,fibra,centro,0
35,65.56,2212.35,2,3,106.52,0,0,3,48,1,mensual,debito,fibra,sur,1
47,70.97,3143.38,3,2,199.32,1,1,3,40,0,bianual,credito,fibra,oeste,0
46,42.96,1857.77,0,1,83.81,1,0,3,52,0,mensual,transferencia,fibra,oeste,0
40,65.22,2639.87,2,0,44.09,1,1,4,31,0,mensual,credito,movil,centro,1
48,33.3,1756.52,2,0,133.85,1,1,4,70,0,bianual,transferencia,movil,centro,0
4,97.23,385.79,1,1,77.01,0,0,2,36,1,mensual,debito,fibra,norte,1
64,67.47,4026.32,0,3,118.68,1,1,2,38,1,mensual,credito,cable,norte,1
33,51.21,1622.68,0,1,135.56,0,1,3,50,0,mensual,credito,fibra,norte,0
66,56.03,3530.51,1,1,150.03,1,1,4,69,0,bianual,credito,cable,oeste,0
57,48.29,2611.34,2,0,127.73,1,1,1,57,0,bianual,credito,fibra,oeste,0
17,45.09,692.84,1,0,111.62,1,0,3,26,0,mensual,debito,cable,norte,1
26,51.17,1218.54,4,1,228.21,1,0,4,57,0,anual,debito,fibra,norte,0
38,94.04,3586.07,4,0,139.06,0,1,2,42,1,mensual,debito,fibra,centro,0
68,60.04,4214.28,2,1,59.81,1,0,4,32,1,bianual,transferencia,cable,oeste,0
13,61.35,748.39,0,0,94.07,1,0,4,42,0,mensual,transferencia,movil,centro,1
18,122.24,2146.27,3,3,159.42,0,0,1,58,0,mensual,transferencia,fibra,sur,1
17,103.58,1817.48,0,0,88.2,1,1,1,54,1,bianual,debito,cable,norte,0
29,106.96,3079.92,1,0,184.63,0,1,2,33,0,mensual,credito,fibra,norte,0
71,59.18,4339.36,1,0,175.32,1,1,2,27,0,mensual,transferencia,fibra,norte,0
6,45.69,149.12,1,3,82.86,0,1,1,18,1,anual,credito,fibra,oeste,0
46,53.34,2353.78,1,0,64.74,1,0,4,61,0,bianual,efectivo,fibra,sur,0
66,83.16,5294.7,1,0,88.12,0,1,1,25,1,anual,transferencia,cable,sur,0
55,80.23,4436.73,7,0,96.52,1,0,2,67,0,anual,efectivo,fibra,norte,0
39,68.61,2756.36,1,0,122.62,1,1,4,40,1,mensual,credito,cable,sur,1
56,71.17,4124.8,1,1,154.35,0,1,3,67,0,mensual,debito,fibra,centro,0
68,45.47,3092.01,2,3,60.47,1,0,3,22,0,anual,transferencia,fibra,centro,0
54,86.92,4636.44,1,1,20.6,1,0,1,26,0,mensual,debito,cable,centro,0
28,100.91,2787.85,3,1,70.25,1,1,3,48,1,anual,credito,cable,norte,0
7,78.72,640.33,1,0,117.35,1,1,2,28,0,anual,credito,ninguno,sur,1
43,67.63,2954.08,1,0,96.89,0,1,2,64,0,mensual,debito,movil,sur,1
17,68.08,1011.27,2,0,129.25,1,1,1,33,0,mensual,credito,fibra,norte,1
68,61.4,4357.47,2,0,226.38,1,1,4,36,1,bianual,debito,cable,centro,0
51,52.68,2584.74,2,1,172.91,1,1,3,25,0,anual,transferencia,fibra,sur,0
25,52.64,1247.55,0,1,135.76,1,1,2,66,0,mensual,credito,cable,norte,0
62,47.6,2902.63,3,2,29.88,1,1,1,66,1,bianual,credito,movil,centro,0
16,81.32,1072.36,0,1,135.49,0,0,2,75,1,mensual,transferencia,fibra,oeste,0
43,53.78,2228.29,1,0,139.73,1,0,1,76,1,anual,transferencia,fibra,centro,0
40,81.38,3250.0,0,1,104.66,1,1,2,37,0,bianual,debito,cable,sur,1
62,99.94,6059.42,1,0,131.32,1,1,4,69,0,mensual,transferencia,fibra,centro,1
39,74.4,2695.96,3,0,98.72,1,0,2,65,1,mensual,debito,cable,sur,1
16,71.8,1255.48,2,1,190.41,0,1,4,48,0,mensual,credito,fibra,sur,1
41,41.44,1666.16,1,1,176.87,1,0,3,60,0,mensual,credito,fibra,centro,0
54,71.89,3699.85,2,1,5.0,1,0,2,23,1,mensual,credito,movil,centro,1
55,82.95,4555.29,2,2,164.28,0,1,4,51,1,mensual,debito,movil,centro,0
22,86.3,1755.5,1,0,94.15,1,1,1,20,0,anual,credito,fibra,norte,1
32,39.91,1173.07,2,1,67.4,1,0,2,75,1,mensual,transferencia,fibra,centro,1
5,80.18,393.18,2,0,93.48,1,1,1,71,1,mensual,credito,fibra,centro,1
8,73.01,542.4,1,2,114.19,1,0,4,45,0,mensual,credito,fibra,centro,1
57,47.22,2532.03,3,1,188.84,0,1,2,21,1,mensual,credito,fibra,centro,0
47,30.84,1337.2,6,0,121.27,1,1,2,57,0,anual,debito,movil,oeste,0
63,81.27,4937.47,1,0,138.46,1,0,4,32,1,mensual,transferencia,movil,oeste,1
64,83.94,5652.32,1,0,125.29,1,0,2,54,1,bianual,credito,fibra,oeste,1
46,53.82,2643.85,1,0,92.65,1,1,2,65,0,anual,transferencia,fibra,centro,0
70,47.09,3438.92,1,0,193.27,0,0,4,35,0,mensual,debito,cable,sur,0
58,45.03,2523.34,1,2,77.18,1,1,4,32,0,anual,credito,movil,centro,0
60,83.91,4965.69,1,2,172.53,0,0,4,26,1,mensual,transferencia,fibra,oeste,0
37,62.22,2117.26,1,0,130.1,0,1,1,38,1,mensual,debito,cable,centro,0
65,81.35,5213.15,3,1,128.37,0,1,2,70,0,mensual,credito,fibra,oeste,1
56,86.99,5112.01,3,2,71.6,1,1,3,55,0,bianual,debito,cable,oeste,0
53,61.27,3185.01,4,0,153.71,1,0,1,23,0,mensual,transferencia,fibra,norte,1
21,80.9,1659.94,5,0,88.84,0,1,1,74,1,mensual,credito,fibra,oeste,1
12,72.18,922.63,3,0,185.54,1,1,4,43,0,mensual,debito,fibra,centro,0
8,75.21,506.8,3,1,158.84,0,1,4,52,0,bianual,transferencia,fibra,oeste,0
5,82.47,414.41,0,2,159.55,0,1,2,73,0,anual,credito,fibra,oeste,0
7,74.83,353.65,2,1,118.87,1,1,1,23,1,anual,transferencia,movil,sur,0
33,55.56,1998.19,2,1,89.13,1,0,3,27,0,anual,debito,cable,sur,0
45,58.86,2771.99,1,0,52.68,0,1,3,37,0,mensual,debito,fibra,norte,0
4,77.62,189.32,3,1,72.92,1,1,3,20,0,mensual,debito,cable,sur,1
31,82.18,2666.0,1,1,173.51,1,0,3,66,0,anual,transferencia,cable,centro,0
36,88.91,3034.63,1,0,152.58,1,0,2,30,0,mensual,debito,ninguno,sur,0
3,37.67,163.77,0,2,81.47,1,0,3,51,0,mensual,credito,cable,centro,0
